,Date,Total cases,Total deaths,Total tested,Total recovered,New cases,New deaths,New tested,New recovered,Total death rate,Daily death rate,Total positive rate,Daily positive rate,Total recovery rate,Daily recovery rate
384,9/2/21,538765,8229,3779321,484573,387,8,14468,642,1.5,2.1,14.3,2.7,89.9,165.9
385,10/2/21,539153,8239,3794320,485290,388,10,14999,717,1.5,2.6,14.2,2.6,90,184.8
386,11/2/21,539531,8248,3810096,485971,378,9,15776,681,1.5,2.4,14.2,2.4,90.1,180.2
387,12/2/21,539975,8253,3824424,486393,444,5,14328,422,1.5,1.1,14.1,3.1,90.1,95
388,13/2/21,540266,8266,3837295,486767,291,13,12871,374,1.5,4.5,14.1,2.3,90.1,128.5
389,14/2/21,540592,8274,3850195,487229,326,8,12900,462,1.5,2.5,14,2.5,90.1,141.7
390,15/2/21,541038,8285,3864333,487870,446,11,14138,641,1.5,2.5,14,3.2,90.2,143.7
391,16/2/21,541434,8298,3879121,488621,396,13,14788,751,1.5,3.3,14,2.7,90.2,189.6
392,17/2/21,541877,8314,3895733,489254,443,16,16612,633,1.5,3.6,13.9,2.7,90.3,142.9
393,18/2/21,542268,8329,3910336,489932,391,15,14603,678,1.5,3.8,13.9,2.7,90.3,173.4
394,19/2/21,542674,8337,3924568,490468,406,8,14232,536,1.5,2,13.8,2.9,90.4,132
395,20/2/21,543024,8342,3935716,490892,350,5,11148,424,1.5,1.4,13.8,3.1,90.4,121.1
396,21/2/21,543351,8349,3949752,491367,327,7,14036,475,1.5,2.1,13.8,2.3,90.4,145.3
397,22/2/21,543717,8356,3960855,492059,366,7,11103,692,1.5,1.9,13.7,3.3,90.5,189.1
398,23/2/21,544116,8374,3973603,492887,399,18,12748,828,1.5,4.5,13.7,3.1,90.6,207.5
399,24/2/21,544544,8379,3989755,493798,428,5,16152,911,1.5,1.2,13.6,2.6,90.7,212.9
400,25/2/21,544954,8384,4005315,494755,410,5,15560,957,1.5,1.2,13.6,2.6,90.8,233.4
401,26/2/21,545424,8395,4020347,495498,470,11,15032,743,1.5,2.3,13.6,3.1,90.8,158.1
402,27/2/21,545831,8400,4032695,496107,407,5,12348,609,1.5,1.2,13.5,3.3,90.9,149.6
403,28/2/21,546216,8408,4046106,496924,385,8,13411,817,1.5,2.1,13.5,2.9,91,212.2
404,1/3/21,546801,8416,4059676,497797,585,8,13570,873,1.5,1.4,13.5,4.3,91,149.2
405,2/3/21,547316,8423,4075199,498391,515,7,15523,594,1.5,1.4,13.4,3.3,91.1,115.3
406,3/3/21,547930,8428,4091657,499627,614,5,16458,1236,1.5,0.8,13.4,3.7,91.2,201.3
407,4/3/21,548549,8435,4107642,500468,619,7,15985,841,1.5,1.1,13.4,3.9,91.2,135.9
408,5/3/21,549184,8441,4121352,501144,635,6,13710,676,1.5,0.9,13.3,4.6,91.3,106.5
409,6/3/21,549724,8451,4134434,501966,540,10,13082,822,1.5,1.9,13.3,4.1,91.3,152.2
410,7/3/21,550330,8462,4148526,503003,606,11,14092,1037,1.5,1.8,13.3,4.3,91.4,171.1
411,8/3/21,551175,8476,4165484,504120,845,14,16958,1117,1.5,1.7,13.2,5,91.5,132.2
412,9/3/21,552087,8489,4183259,505349,912,13,17775,1229,1.5,1.4,13.2,5.1,91.5,134.8
413,10/3/21,553105,8496,4200291,506613,1018,7,17032,1264,1.5,0.7,13.2,6,91.6,124.2
414,11/3/21,554156,8502,4218349,507920,1051,6,18058,1307,1.5,0.6,13.1,5.8,91.7,124.4
415,12/3/21,555222,8515,4234460,509172,1066,13,16111,1252,1.5,1.2,13.1,6.6,91.7,117.4
416,13/3/21,556236,8527,4250666,510310,1014,12,16206,1138,1.5,1.2,13.1,6.3,91.7,112.2
417,14/3/21,557395,8545,4266872,511695,1159,18,16206,1385,1.5,1.6,13.1,7.2,91.8,119.5
418,15/3/21,559168,8571,4285567,513127,1773,26,18695,1432,1.5,1.5,13,9.5,91.8,80.8
419,16/3/21,560887,8597,4306315,514479,1719,26,20748,1352,1.5,1.5,13,8.3,91.7,78.7
420,17/3/21,562752,8608,4330590,515989,1865,11,24275,1510,1.5,0.6,13,7.7,91.7,81
421,18/3/21,564939,8624,4351515,517223,2187,16,20925,1234,1.5,0.7,13,10.5,91.6,56.4
422,19/3/21,566838,8642,4370432,518841,1899,18,18917,1618,1.5,0.9,13,10,91.5,85.2
423,20/3/21,568706,8668,4390332,520418,1868,26,19900,1577,1.5,1.4,13,9.4,91.5,84.4
424,21/3/21,570878,8690,4411440,522105,2172,22,21108,1687,1.5,1,12.9,10.3,91.5,77.7
425,22/3/21,573687,8720,4436551,523859,2809,30,25111,1754,1.5,1.1,12.9,11.2,91.3,62.4
426,23/3/21,577241,8738,4462505,525694,3554,18,25954,1835,1.5,0.5,12.9,13.7,91.1,51.6
427,24/3/21,580808,8763,4490007,527609,3567,25,27502,1915,1.5,0.7,12.9,13,90.8,53.7
428,25/3/21,584395,8797,4517052,529594,3587,34,27045,1985,1.5,0.9,12.9,13.3,90.6,55.3
429,26/3/21,588132,8830,4544351,531651,3737,33,27299,2057,1.5,0.9,12.9,13.7,90.4,55
430,27/3/21,591806,8869,4569015,533622,3674,39,24664,1971,1.5,1.1,13,14.9,90.2,53.6
431,28/3/21,595714,8904,4591151,535641,3908,35,22136,2019,1.5,0.9,13,17.7,89.9,51.7
432,29/3/21,600895,8949,4619346,537718,5181,45,28195,2077,1.5,0.9,13,18.4,89.5,40.1
433,30/3/21,605937,8994,4645966,539880,5042,45,26620,2162,1.5,0.9,13,18.9,89.1,42.9
434,31/3/21,611295,9046,4672897,542099,5358,52,26931,2219,1.5,1,13.1,19.9,88.7,41.4
435,1/4/21,617764,9105,4701095,544938,6469,59,28198,2839,1.5,0.9,13.1,22.9,88.2,43.9
436,2/4/21,624594,9155,4730434,547411,6830,50,29339,2473,1.5,0.7,13.2,23.3,87.6,36.2
437,3/4/21,630277,9213,4754982,549775,5683,58,24548,2364,1.5,1,13.3,23.2,87.2,41.6
438,4/4/21,637364,9266,4785706,552482,7087,53,30724,2707,1.5,0.7,13.3,23.1,86.7,38.2
439,5/4/21,644439,9318,4815945,555414,7075,52,30239,2932,1.4,0.7,13.4,23.4,86.2,41.4
440,6/4/21,651652,9384,4850256,558383,7213,66,34311,2969,1.4,0.9,13.4,21,85.7,41.2
441,7/4/21,659278,9447,4884886,561639,7626,63,34630,3256,1.4,0.8,13.5,22,85.2,42.7
442,8/4/21,666132,9521,4918079,565030,6854,74,33193,3391,1.4,1.1,13.5,20.6,84.8,49.5
443,9/4/21,673594,9584,4949733,568541,7462,63,31654,3511,1.4,0.8,13.6,23.6,84.4,47.1
444,10/4/21,678937,9661,4975810,572378,5343,77,26077,3837,1.4,1.4,13.6,20.5,84.3,71.8
445,11/4/21,684756,9739,5005186,576590,5819,78,29376,4212,1.4,1.3,13.7,19.8,84.2,72.4
446,12/4/21,691957,9822,5040154,581113,7201,83,34968,4523,1.4,1.2,13.7,20.6,84,62.8
447,13/4/21,697985,9891,5073109,585966,6028,69,32955,4853,1.4,1.1,13.8,18.3,84,80.5
448,14/4/21,703170,9987,5097934,591299,5185,96,24825,5333,1.4,1.9,13.8,20.9,84.1,102.9
449,15/4/21,707362,10081,5117893,597214,4192,94,19959,5915,1.4,2.2,13.8,21,84.4,141.1
450,16/4/21,711779,10182,5136799,602908,4417,101,18906,5694,1.4,2.3,13.9,23.4,84.7,128.9
451,17/4/21,715252,10283,5152984,608815,3473,101,16185,5907,1.4,2.9,13.9,21.5,85.1,170.1
452,18/4/21,718950,10385,5172388,614936,3698,102,19404,6121,1.4,2.8,13.9,19.1,85.5,165.5
453,19/4/21,723221,10497,5196540,621300,4271,112,24152,6364,1.5,2.6,13.9,17.7,85.9,149
454,20/4/21,727780,10588,5223596,628111,4559,91,27056,6811,1.5,2,13.9,16.9,86.3,149.4
455,21/4/21,732060,10683,5252004,635183,4280,95,28408,7072,1.5,2.2,13.9,15.1,86.8,165.2
456,22/4/21,736074,10781,5279433,642449,4014,98,27429,7266,1.5,2.4,13.9,14.6,87.3,181
457,23/4/21,739703,10869,5305329,647674,3629,88,25896,5225,1.5,2.4,13.9,14,87.6,144
458,24/4/21,742400,10952,5325900,653151,2697,83,20571,5477,1.5,3.1,13.9,13.1,88,203.1
459,25/4/21,745322,11053,5347822,657452,2922,101,21922,4301,1.5,3.5,13.9,13.3,88.2,147.2
460,26/4/21,748628,11150,5373608,661693,3306,97,25786,4241,1.5,2.9,13.9,12.8,88.4,128.3
461,27/4/21,751659,11228,5397845,666927,3031,78,24237,5234,1.5,2.6,13.9,12.5,88.7,172.7
462,28/4/21,754614,11305,5426051,672319,2955,77,28206,5392,1.5,2.6,13.9,10.5,89.1,182.5
463,29/4/21,756955,11393,5450979,677101,2341,88,24928,4782,1.5,3.8,13.9,9.4,89.5,204.3
464,30/4/21,759132,11450,5472025,681426,2177,57,21046,4325,1.5,2.6,13.9,10.3,89.8,198.7
465,1/5/21,760584,11510,5487142,684671,1452,60,15117,3245,1.5,4.1,13.9,9.6,90,223.5
466,2/5/21,761943,11579,5501300,687328,1359,69,14158,2657,1.5,5.1,13.9,9.6,90.2,195.5
467,3/5/21,763682,11644,5520731,691162,1739,65,19431,3834,1.5,3.7,13.8,8.9,90.5,220.5
468,4/5/21,765596,11705,5542715,695032,1914,61,21984,3870,1.5,3.2,13.8,8.7,90.8,202.2
469,5/5/21,767338,11755,5562999,698465,1742,50,20284,3433,1.5,2.9,13.8,8.6,91,197.1
470,6/5/21,769160,11796,5584584,702163,1822,41,21585,3698,1.5,2.3,13.8,8.4,91.3,203
471,7/5/21,770842,11833,5601597,704341,1682,37,17013,2178,1.5,2.2,13.8,9.9,91.4,129.5
472,8/5/21,772127,11878,5616300,706833,1285,45,14703,2492,1.5,3.5,13.7,8.7,91.5,193.9
473,9/5/21,773513,11934,5633215,710162,1386,56,16915,3329,1.5,4,13.7,8.2,91.8,240.2
474,10/5/21,775027,11972,5650063,712277,1514,38,16848,2115,1.5,2.5,13.7,9,91.9,139.7
475,11/5/21,776257,12005,5664247,715321,1230,33,14184,3044,1.5,2.7,13.7,8.7,92.2,247.5
476,12/5/21,777397,12045,5679543,718249,1140,40,15296,2928,1.5,3.5,13.7,7.5,92.4,256.8
477,13/5/21,778687,12076,5693014,719619,1290,31,13471,1370,1.6,2.4,13.7,9.6,92.4,106.2
478,14/5/21,779535,12102,5700849,720471,848,26,7835,852,1.6,3.1,13.7,10.8,92.4,100.5
479,15/5/21,779796,12124,5704607,721435,261,22,3758,964,1.6,8.4,13.7,6.9,92.5,369.3
480,16/5/21,780159,12149,5710037,722036,363,25,5430,601,1.6,6.9,13.7,6.7,92.5,165.6
481,17/5/21,780857,12181,5720384,723094,698,32,10347,1058,1.6,4.6,13.7,6.7,92.6,151.6
482,18/5/21,782129,12211,5737239,724209,1272,30,16855,1115,1.6,2.4,13.6,7.5,92.6,87.7
483,19/5/21,783737,12248,5757767,726132,1608,37,20528,1923,1.6,2.3,13.6,7.8,92.6,119.6
484,20/5/21,785194,12284,5777204,727510,1457,36,19437,1378,1.6,2.5,13.6,7.5,92.7,94.6
485,21/5/21,786698,12310,5795498,729039,1504,26,18294,1529,1.6,1.7,13.6,8.2,92.7,101.7
486,22/5/21,787726,12348,5807728,729798,1028,38,12230,759,1.6,3.7,13.6,8.4,92.6,73.8
487,23/5/21,789080,12376,5822933,730697,1354,28,15205,899,1.6,2.1,13.6,8.9,92.6,66.4
488,24/5/21,790521,12401,5840616,731531,1441,25,17683,834,1.6,1.7,13.5,8.1,92.5,57.9
489,25/5/21,792196,12441,5857240,732810,1675,40,16624,1279,1.6,2.4,13.5,10.1,92.5,76.4
490,26/5/21,793693,12458,5873674,733866,1497,17,16434,1056,1.6,1.1,13.5,9.1,92.5,70.5
491,27/5/21,794985,12480,5889589,735157,1292,22,15915,1291,1.6,1.7,13.5,8.1,92.5,99.9
492,28/5/21,796343,12511,5904195,736221,1358,31,14606,1064,1.6,2.3,13.5,9.3,92.5,78.4
493,29/5/21,797386,12549,5917379,737408,1043,38,13184,1187,1.6,3.6,13.5,7.9,92.5,113.8
494,30/5/21,798830,12583,5931656,738805,1444,34,14277,1397,1.6,2.4,13.5,10.1,92.5,96.7
495,31/5/21,800540,12619,5949834,740372,1710,36,18178,1567,1.6,2.1,13.5,9.4,92.5,91.6
496,1/6/21,802305,12660,5968084,742151,1765,41,18250,1779,1.6,2.3,13.4,9.7,92.5,100.8
497,2/6/21,804293,12694,5988343,744065,1988,34,20259,1914,1.6,1.7,13.4,9.8,92.5,96.3
498,3/6/21,805980,12724,6005315,746035,1687,30,16972,1970,1.6,1.8,13.4,9.9,92.6,116.8
499,4/6/21,807867,12758,6023466,747758,1887,34,18151,1723,1.6,1.8,13.4,10.4,92.6,91.3
500,5/6/21,809314,12801,6036581,749425,1447,43,13115,1667,1.6,3,13.4,11,92.6,115.2
501,6/6/21,810990,12839,6052194,751322,1676,38,15613,1897,1.6,2.3,13.4,10.7,92.6,113.2
502,7/6/21,812960,12869,6069363,753240,1970,30,17169,1918,1.6,1.5,13.4,11.5,92.7,97.4
503,8/6/21,815282,12913,6088528,755302,2322,44,19165,2062,1.6,1.9,13.4,12.1,92.6,88.8
504,9/6/21,817819,12949,6109112,757569,2537,36,20584,2267,1.6,1.4,13.4,12.3,92.6,89.4
505,10/6/21,820395,12989,6128559,759630,2576,40,19447,2061,1.6,1.6,13.4,13.2,92.6,80
506,11/6/21,822849,13032,6147094,761916,2454,43,18535,2286,1.6,1.8,13.4,13.2,92.6,93.2
507,12/6/21,824486,13071,6158684,764024,1637,39,11590,2108,1.6,2.4,13.4,14.1,92.7,128.8
508,13/6/21,826922,13118,6177433,766266,2436,47,18749,2242,1.6,1.9,13.4,13,92.7,92
509,14/6/21,829972,13172,6198035,768830,3050,54,20602,2564,1.6,1.8,13.4,14.8,92.6,84.1
510,15/6/21,833291,13222,6221300,771073,3319,50,23265,2243,1.6,1.5,13.4,14.3,92.5,67.6
511,16/6/21,837247,13282,6245107,773752,3956,60,23807,2679,1.6,1.5,13.4,16.6,92.4,67.7
512,17/6/21,841087,13345,6269978,776466,3840,63,24871,2714,1.6,1.6,13.4,15.4,92.3,70.7
513,18/6/21,844970,13399,6290860,778421,3883,54,20882,1955,1.6,1.4,13.4,18.6,92.1,50.3
514,19/6/21,848027,13466,6307554,780146,3057,67,16694,1725,1.6,2.2,13.4,18.3,92,56.4
515,20/6/21,851668,13548,6329785,782655,3641,82,22231,2509,1.6,2.3,13.5,16.4,91.9,68.9
516,21/6/21,856304,13626,6353842,785482,4636,78,24057,2827,1.6,1.7,13.5,19.3,91.7,61
517,22/6/21,861150,13702,6378870,788385,4846,76,25028,2903,1.6,1.6,13.5,19.4,91.6,59.9
518,23/6/21,866877,13787,6407126,791553,5727,85,28256,3168,1.6,1.5,13.5,20.3,91.3,55.3
519,24/6/21,872935,13868,6437517,794783,6058,81,30391,3230,1.6,1.3,13.6,19.9,91,53.3
520,25/6/21,878804,13976,6465170,797559,5869,108,27653,2776,1.6,1.8,13.6,21.2,90.8,47.3
521,26/6/21,883138,14053,6484432,800854,4334,77,19262,3295,1.6,1.8,13.6,22.5,90.7,76
522,27/6/21,888406,14172,6508832,804103,5268,119,24400,3249,1.6,2.3,13.6,21.6,90.5,61.7
523,28/6/21,896770,14276,6543891,807673,8364,104,35059,3570,1.6,1.2,13.7,23.9,90.1,42.7
524,29/6/21,904436,14388,6575873,811700,7666,112,31982,4027,1.6,1.5,13.8,24,89.7,52.5
525,30/6/21,913258,14503,6610978,816250,8822,115,35105,4550,1.6,1.3,13.8,25.1,89.4,51.6
526,1/7/21,921559,14646,6643033,820913,8301,143,32055,4663,1.6,1.7,13.9,25.9,89.1,56.2
527,2/7/21,930042,14778,6673045,825422,8483,132,30012,4509,1.6,1.6,13.9,28.3,88.8,53.2
528,3/7/21,936256,14912,6695732,829199,6214,134,22687,3777,1.6,2.2,14,27.4,88.6,60.8
529,4/7/21,944917,15065,6725611,833897,8661,153,29879,4698,1.6,1.8,14,29,88.3,54.2
530,5/7/21,954881,15229,6759613,839082,9964,164,34002,5185,1.6,1.6,14.1,29.3,87.9,52
531,6/7/21,966406,15392,6796244,844515,11525,163,36631,5433,1.6,1.4,14.2,31.5,87.4,47.1
532,7/7/21,977568,15593,6831883,850502,11162,201,35639,5987,1.6,1.8,14.3,31.3,87,53.6
533,8/7/21,989219,15792,6868733,856346,11651,199,36850,5844,1.6,1.7,14.4,31.6,86.6,50.2
534,9/7/21,1000543,16004,6905319,862384,11324,212,36586,6038,1.6,1.9,14.5,31,86.2,53.3
535,10/7/21,1009315,16189,6933203,868139,8772,185,27884,5755,1.6,2.1,14.6,31.5,86,65.6
536,11/7/21,1021189,16419,6973218,874501,11874,230,40015,6362,1.6,1.9,14.6,29.7,85.6,53.6
537,12/7/21,1034957,16639,7017285,881521,13768,220,44067,7020,1.6,1.6,14.7,31.2,85.2,51
538,13/7/21,1047155,16842,7059040,889167,12198,203,41755,7646,1.6,1.7,14.8,29.2,84.9,62.7
539,14/7/21,1059538,17052,7101530,897412,12383,210,42490,8245,1.6,1.7,14.9,29.1,84.7,66.6
540,15/7/21,1071774,17278,7146471,905807,12236,226,44941,8395,1.6,1.8,15,27.2,84.5,68.6
541,16/7/21,1083922,17465,7188416,914343,12148,187,41945,8536,1.6,1.5,15.1,29,84.4,70.3
542,17/7/21,1092411,17669,7217630,923163,8489,204,29214,8820,1.6,2.4,15.1,29.1,84.5,103.9
543,18/7/21,1103989,17894,7257436,932008,11578,225,39806,8845,1.6,1.9,15.2,29.1,84.4,76.4
544,19/7/21,1117310,18125,7302448,941343,13321,231,45012,9335,1.6,1.7,15.3,29.6,84.3,70.1
545,20/7/21,1128889,18325,7341958,951340,11579,200,39510,9997,1.6,1.7,15.4,29.3,84.3,86.3
546,21/7/21,1136503,18498,7366937,961044,7614,173,24979,9704,1.6,2.3,15.4,30.5,84.6,127.4
547,22/7/21,1140200,18685,7378423,969610,3697,187,11486,8566,1.6,5.1,15.5,32.2,85,231.7
548,23/7/21,1146564,18851,7398916,978616,6364,166,20493,9006,1.6,2.6,15.5,31.1,85.4,141.5
549,24/7/21,1153344,19046,7419743,988339,6780,195,20827,9723,1.7,2.9,15.5,32.6,85.7,143.4
550,25/7/21,1164635,19274,7457330,998923,11291,228,37587,10584,1.7,2,15.6,30,85.8,93.7
551,26/7/21,1179827,19521,7508282,1009975,15192,247,50952,11052,1.7,1.6,15.7,29.8,85.6,72.7
552,27/7/21,1194752,19779,7560760,1022414,14925,258,52478,12439,1.7,1.7,15.8,28.4,85.6,83.3
553,28/7/21,1210982,20016,7614637,1035884,16230,237,53877,13470,1.7,1.5,15.9,30.1,85.5,83
554,29/7/21,1226253,20255,7666919,1050220,15271,239,52282,14336,1.7,1.6,16,29.2,85.6,93.9
555,30/7/21,1240115,20467,7711963,1064195,13862,212,45044,13975,1.7,1.5,16.1,30.8,85.8,100.8
556,31/7/21,1249484,20685,7742943,1078212,9369,218,30980,14017,1.7,2.3,16.1,30.2,86.3,149.6
557,1/8/21,1264328,20916,7792472,1093266,14844,231,49529,15054,1.7,1.6,16.2,30,86.5,101.4
558,2/8/21,1280317,21162,7845934,1108748,15989,246,53462,15482,1.7,1.5,16.3,29.9,86.6,96.8
559,3/8/21,1296093,21397,7901218,1125045,15776,235,55284,16297,1.7,1.5,16.4,28.5,86.8,103.3
560,4/8/21,1309910,21638,7950732,1141157,13817,241,49514,16112,1.7,1.7,16.5,27.9,87.1,116.6
561,5/8/21,1322654,21902,7997727,1156943,12744,264,46995,15786,1.7,2.1,16.5,27.1,87.5,123.9
562,6/8/21,1335260,22150,8045742,1172437,12606,248,48015,15494,1.7,2,16.6,26.3,87.8,122.9
563,7/8/21,1343396,22411,8077456,1188820,8136,261,31714,16383,1.7,3.2,16.6,25.7,88.5,201.4
564,8/8/21,1353695,22652,8119459,1205447,10299,241,42003,16627,1.7,2.3,16.7,24.5,89,161.4
565,9/8/21,1365158,22897,8166666,1219859,11463,245,47207,14412,1.7,2.1,16.7,24.3,89.4,125.7
566,10/8/21,1376322,23161,8214090,1234762,11164,264,47424,14903,1.7,2.4,16.8,23.5,89.7,133.5
567,11/8/21,1386742,23398,8258520,1248075,10420,237,44430,13313,1.7,2.3,16.8,23.5,90,127.8
568,12/8/21,1396868,23613,8303607,1262065,10126,215,45087,13990,1.7,2.1,16.8,22.5,90.3,138.2
569,13/8/21,1405333,23810,8344248,1273522,8465,197,40641,11457,1.7,2.3,16.8,20.8,90.6,135.3
570,14/8/21,1412218,23988,8377578,1281327,6885,178,33330,7805,1.7,2.6,16.9,20.7,90.7,113.4
571,15/8/21,1418902,24175,8410579,1292698,6684,187,33001,11371,1.7,2.8,16.9,20.3,91.1,170.1
572,16/8/21,1425861,24349,8443594,1301966,6959,174,33015,9268,1.7,2.5,16.9,21.1,91.3,133.2
573,17/8/21,1433396,24547,8482872,1314916,7535,198,39278,12950,1.7,2.6,16.9,19.2,91.7,171.9
574,18/8/21,1440644,24719,8523886,1327028,7248,172,41014,12112,1.7,2.4,16.9,17.7,92.1,167.1
575,19/8/21,1447210,24878,8561112,1337181,6566,159,37226,10153,1.7,2.4,16.9,17.6,92.4,154.6
576,20/8/21,1453203,25023,8596004,1347755,5993,145,34892,10574,1.7,2.4,16.9,17.2,92.7,176.4
577,21/8/21,1457194,25143,8619886,1355421,3991,120,23882,7666,1.7,3,16.9,16.7,93,192.1
578,22/8/21,1461998,25282,8651575,1363874,4804,139,31689,8453,1.7,2.9,16.9,15.2,93.3,176
579,23/8/21,1467715,25399,8688364,1372856,5717,117,36789,8982,1.7,2,16.9,15.5,93.5,157.1
580,24/8/21,1472964,25513,8723072,1381783,5249,114,34708,8927,1.7,2.2,16.9,15.1,93.8,170.1
581,25/8/21,1477930,25627,8756712,1389571,4966,114,33640,7788,1.7,2.3,16.9,14.8,94,156.8
582,26/8/21,1482628,25729,8789823,1397885,4698,102,33111,8314,1.7,2.2,16.9,14.2,94.3,177
583,27/8/21,1486153,25846,8817401,1404370,3525,117,27578,6485,1.7,3.3,16.9,12.8,94.5,184
584,28/8/21,1489589,25926,8842530,1409231,3436,80,25129,4861,1.7,2.3,16.8,13.7,94.6,141.5
585,29/8/21,1493537,26015,8870451,1415697,3948,89,27921,6466,1.7,2.3,16.8,14.1,94.8,163.8
586,30/8/21,1497261,26109,8901306,1421883,3724,94,30855,6186,1.7,2.5,16.8,12.1,95,166.1
587,31/8/21,1500618,26195,8929403,1425985,3357,86,28097,4102,1.7,2.6,16.8,11.9,95,122.2
588,1/9/21,1503680,26274,8959697,1431984,3062,79,30294,5999,1.7,2.6,16.8,10.1,95.2,195.9
589,2/9/21,1507116,26362,8992722,1437885,3436,88,33025,5901,1.7,2.6,16.8,10.4,95.4,171.7
590,3/9/21,1510283,26432,9022160,1442582,3167,70,29438,4697,1.8,2.2,16.7,10.8,95.5,148.3
591,4/9/21,1512026,26493,9039910,1446003,1743,61,17750,3421,1.8,3.5,16.7,9.8,95.6,196.3
592,5/9/21,1514456,26563,9065073,1451063,2430,70,25163,5060,1.8,2.9,16.7,9.7,95.8,208.2
593,6/9/21,1517166,26628,9092668,1455187,2710,65,27595,4124,1.8,2.4,16.7,9.8,95.9,152.2
594,7/9/21,1519805,26684,9119901,1460754,2639,56,27233,5567,1.8,2.1,16.7,9.7,96.1,211
595,8/9/21,1522302,26736,9147429,1464594,2497,52,27528,3840,1.8,2.1,16.6,9.1,96.2,153.8
596,9/9/21,1524890,26794,9176970,1468211,2588,58,29541,3617,1.8,2.2,16.6,8.8,96.3,139.8
597,10/9/21,1527215,26832,9203848,1472067,2325,38,26878,3856,1.8,1.6,16.6,8.7,96.4,165.8
598,11/9/21,1528542,26880,9222717,1475235,1327,48,18869,3168,1.8,3.6,16.6,7,96.5,238.7
599,12/9/21,1530413,26931,9247791,1478821,1871,51,25074,3586,1.8,2.7,16.5,7.5,96.6,191.7
600,13/9/21,1532366,26972,9273179,1482933,1953,41,25388,4112,1.8,2.1,16.5,7.7,96.8,210.5
601,14/9/21,1534440,27007,9304903,1486668,2074,35,31724,3735,1.8,1.7,16.5,6.5,96.9,180.1
602,15/9/21,1536341,27058,9333518,1490541,1901,51,28615,3873,1.8,2.7,16.5,6.6,97,203.7
603,16/9/21,1538203,27109,9364667,1494090,1862,51,31149,3549,1.8,2.7,16.4,6,97.1,190.6
604,17/9/21,1540110,27147,9394423,1497009,1907,38,29756,2919,1.8,2,16.4,6.4,97.2,153.1
605,18/9/21,1541300,27182,9414091,1498654,1190,35,19668,1645,1.8,2.9,16.4,6.1,97.2,138.2
606,19/9/21,1542683,27225,9438714,1501541,1383,43,24623,2887,1.8,3.1,16.3,5.6,97.3,208.7
607,20/9/21,1544238,27251,9466145,1503106,1555,26,27431,1565,1.8,1.7,16.3,5.7,97.3,100.6
608,21/9/21,1545800,27277,9499472,1504709,1562,26,33327,1603,1.8,1.7,16.3,4.7,97.3,102.6
609,22/9/21,1547176,27313,9528208,1506136,1376,36,28736,1427,1.8,2.6,16.2,4.8,97.3,103.7
610,23/9/21,1548320,27337,9553028,1507789,1144,24,24820,1653,1.8,2.1,16.2,4.6,97.4,144.5
611,24/9/21,1549553,27368,9580169,1509202,1233,31,27141,1413,1.8,2.5,16.2,4.5,97.4,114.6
612,25/9/21,1550371,27393,9597987,1510167,818,25,17818,965,1.8,3.1,16.2,4.6,97.4,118
613,26/9/21,1551351,27414,9620208,1511479,980,21,22221,1312,1.8,2.1,16.1,4.4,97.4,133.9
614,27/9/21,1552563,27439,9647995,1512681,1212,25,27787,1202,1.8,2.1,16.1,4.4,97.4,99.2
615,28/9/21,1553873,27470,9677181,1513876,1310,31,29186,1195,1.8,2.4,16.1,4.5,97.4,91.2
616,29/9/21,1555051,27487,9705780,1514962,1178,17,28599,1086,1.8,1.4,16,4.1,97.4,92.2
617,30/9/21,1555911,27510,9732349,1515941,860,23,26569,979,1.8,2.7,16,3.2,97.4,113.8
618,1/10/21,1556758,27531,9757019,1516290,847,21,24670,349,1.8,2.5,16,3.4,97.4,41.2
619,2/10/21,1557347,27555,9774302,1517106,589,24,17283,816,1.8,4.1,15.9,3.4,97.4,138.5
620,3/10/21,1557964,27573,9795548,1520709,617,18,21246,3603,1.8,2.9,15.9,2.9,97.6,584
621,4/10/21,1558758,27591,9820476,1523136,794,18,24928,2427,1.8,2.3,15.9,3.2,97.7,305.7
622,5/10/21,1559452,27614,9845975,1525789,694,23,25499,2653,1.8,3.3,15.8,2.7,97.8,382.3
623,6/10/21,1560155,27635,9870351,1528202,703,21,24376,2413,1.8,3,15.8,2.9,98,343.2
624,7/10/21,1560818,27647,9892672,1530167,663,12,22321,1965,1.8,1.8,15.8,3,98,296.4
625,8/10/21,1561463,27654,9915974,1531479,645,7,23302,1312,1.8,1.1,15.7,2.8,98.1,203.4
626,9/10/21,1561878,27674,9932899,1532681,415,20,16925,1202,1.8,4.8,15.7,2.5,98.1,289.6
627,10/10/21,1562359,27688,9953254,1533876,481,14,20355,1195,1.8,2.9,15.7,2.4,98.2,248.4
628,11/10/21,1562958,27699,9976447,1534962,599,11,23193,1086,1.8,1.8,15.7,2.6,98.2,181.3
629,12/10/21,1563501,27713,9999602,1535941,543,14,23155,979,1.8,2.6,15.6,2.3,98.2,180.3
630,13/10/21,1564019,27730,10021755,1536290,518,17,22153,349,1.8,3.3,15.6,2.3,98.2,67.4
631,14/10/21,1564485,27737,10043323,1536302,466,7,21568,12,1.8,1.5,15.6,2.2,98.2,2.6
632,15/10/21,1564881,27746,10062303,1536502,396,9,18980,200,1.8,2.3,15.6,2.1,98.2,50.5
633,16/10/21,1565174,27752,10077883,1537167,293,6,15580,665,1.8,2,15.5,1.9,98.2,227
